"Userid"	"Notification id"	"Type"	"Category"	"Title"	"Action"	"Lat"	"Lng"	"Timestamp"
"25"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498348674"	"23.76102029"	"2018-10-15 18:00:00.000"
"26"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498020674"	"23.76094029"	"2018-10-15 18:00:00.000"
"27"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498068674"	"23.76094829"	"2018-10-15 18:00:00.000"
"28"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498270674000004"	"23.760838290000002"	"2018-10-15 18:00:00.000"
"29"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498104674000004"	"23.760824290000002"	"2018-10-15 18:00:00.000"
"30"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498004674"	"23.76091629"	"2018-10-15 18:00:00.000"
"31"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497998674"	"23.760690290000003"	"2018-10-15 18:00:00.000"
"32"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498212674"	"23.76070629"	"2018-10-15 18:00:00.000"
"33"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498316674"	"23.760962290000002"	"2018-10-15 18:00:00.000"
"34"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498152674"	"23.760866290000003"	"2018-10-15 18:00:00.000"
"35"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498096674"	"23.760700290000003"	"2018-10-15 18:00:00.000"
"36"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498054674"	"23.76079229"	"2018-10-15 18:00:00.000"
"37"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498174674000005"	"23.76073629"	"2018-10-15 18:00:00.000"
"38"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498128674"	"23.760772290000002"	"2018-10-15 18:00:00.000"
"39"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498054674"	"23.76067029"	"2018-10-15 18:00:00.000"
"40"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498026674"	"23.76079829"	"2018-10-15 18:00:00.000"
"41"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498342674"	"23.76066829"	"2018-10-15 18:00:00.000"
"42"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498072674"	"23.76084629"	"2018-10-15 18:00:00.000"
"43"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498334674"	"23.76097029"	"2018-10-15 18:00:00.000"
"44"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498148674"	"23.760962290000002"	"2018-10-15 18:00:00.000"
"45"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498058674"	"23.76100829"	"2018-10-15 18:00:00.000"
"46"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498294674"	"23.760686290000002"	"2018-10-15 18:00:00.000"
"47"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498180674000004"	"23.76093229"	"2018-10-15 18:00:00.000"
"48"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498196674"	"23.760842290000003"	"2018-10-15 18:00:00.000"
"49"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498276674"	"23.76063229"	"2018-10-15 18:00:00.000"
"50"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498232674"	"23.760956290000003"	"2018-10-15 18:00:00.000"
"51"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497968674"	"23.76094629"	"2018-10-15 18:00:00.000"
"52"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498222674000004"	"23.76102629"	"2018-10-15 18:00:00.000"
"53"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498100674"	"23.76098229"	"2018-10-15 18:00:00.000"
"54"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498028674000004"	"23.760682290000002"	"2018-10-15 18:00:00.000"
"55"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498124674"	"23.760662290000003"	"2018-10-15 18:00:00.000"
"56"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498290674"	"23.760758290000002"	"2018-10-15 18:00:00.000"
"57"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498090674000004"	"23.76073629"	"2018-10-15 18:00:00.000"
"58"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498254674"	"23.76090629"	"2018-10-15 18:00:00.000"
"59"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498116674"	"23.76102029"	"2018-10-15 18:00:00.000"
"60"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498178674"	"23.76076829"	"2018-10-15 18:00:00.000"
"61"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498118674000004"	"23.76080629"	"2018-10-15 18:00:00.000"
"62"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498010674"	"23.76096429"	"2018-10-15 18:00:00.000"
"63"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498104674000004"	"23.760648290000002"	"2018-10-15 18:00:00.000"
"64"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498094674"	"23.76093429"	"2018-10-15 18:00:00.000"
"65"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498244674"	"23.76073029"	"2018-10-15 18:00:00.000"
"66"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498298674000004"	"23.76066829"	"2018-10-15 18:00:00.000"
"67"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498088674"	"23.76081629"	"2018-10-15 18:00:00.000"
"68"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498322674"	"23.76081829"	"2018-10-15 18:00:00.000"
"69"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498066674"	"23.76076829"	"2018-10-15 18:00:00.000"
"70"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498090674000004"	"23.76068829"	"2018-10-15 18:00:00.000"
"71"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498152674"	"23.76094429"	"2018-10-15 18:00:00.000"
"72"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497978674"	"23.76089229"	"2018-10-15 18:00:00.000"
"73"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498246674"	"23.76085829"	"2018-10-15 18:00:00.000"
"74"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498326674000005"	"23.76096029"	"2018-10-15 18:00:00.000"
"75"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498222674000004"	"23.76094029"	"2018-10-15 18:00:00.000"
"76"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498100674"	"23.760728290000003"	"2018-10-15 18:00:00.000"
"77"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498138674"	"23.760786290000002"	"2018-10-15 18:00:00.000"
"78"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498210674"	"23.760828290000003"	"2018-10-15 18:00:00.000"
"79"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497982674"	"23.76081629"	"2018-10-15 18:00:00.000"
"80"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498308674"	"23.76075429"	"2018-10-15 18:00:00.000"
"81"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498348674"	"23.76067829"	"2018-10-15 18:00:00.000"
"82"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498138674"	"23.76093629"	"2018-10-15 18:00:00.000"
"83"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498124674"	"23.76095029"	"2018-10-15 18:00:00.000"
"84"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498314674"	"23.760714290000003"	"2018-10-15 18:00:00.000"
"85"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497978674"	"23.76076429"	"2018-10-15 18:00:00.000"
"86"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498280674"	"23.76063029"	"2018-10-15 18:00:00.000"
"87"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498218674"	"23.761004290000002"	"2018-10-15 18:00:00.000"
"88"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498026674"	"23.76096029"	"2018-10-15 18:00:00.000"
"89"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498174674000005"	"23.76065029"	"2018-10-15 18:00:00.000"
"90"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498208674000004"	"23.76084629"	"2018-10-15 18:00:00.000"
"91"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498296674"	"23.760700290000003"	"2018-10-15 18:00:00.000"
"92"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498200674"	"23.76078229"	"2018-10-15 18:00:00.000"
"93"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498270674000004"	"23.76067829"	"2018-10-15 18:00:00.000"
"94"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497992674"	"23.76070829"	"2018-10-15 18:00:00.000"
"95"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498184674"	"23.760814290000003"	"2018-10-15 18:00:00.000"
"96"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498268674"	"23.760918290000003"	"2018-10-15 18:00:00.000"
"97"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498188674000005"	"23.76097429"	"2018-10-15 18:00:00.000"
"98"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498224674"	"23.76072629"	"2018-10-15 18:00:00.000"
"99"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498264674000005"	"23.76082629"	"2018-10-15 18:00:00.000"
"100"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498362674"	"23.76101229"	"2018-10-15 18:00:00.000"
"101"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498124674"	"23.76073229"	"2018-10-15 18:00:00.000"
"102"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498094674"	"23.76101629"	"2018-10-15 18:00:00.000"
"103"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498356674"	"23.76071829"	"2018-10-15 18:00:00.000"
"104"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498174674000005"	"23.76099829"	"2018-10-15 18:00:00.000"
"105"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498170674"	"23.76093029"	"2018-10-15 18:00:00.000"
"106"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497990674"	"23.760980290000003"	"2018-10-15 18:00:00.000"
"107"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498126674"	"23.76091029"	"2018-10-15 18:00:00.000"
"108"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498306674"	"23.76079229"	"2018-10-15 18:00:00.000"
"109"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498042674000004"	"23.76082629"	"2018-10-15 18:00:00.000"
"110"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498298674000004"	"23.76067429"	"2018-10-15 18:00:00.000"
"111"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498110674"	"23.760942290000003"	"2018-10-15 18:00:00.000"
"112"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498230674"	"23.76100829"	"2018-10-15 18:00:00.000"
"113"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498076674"	"23.760810290000002"	"2018-10-15 18:00:00.000"
"114"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498190674"	"23.76085429"	"2018-10-15 18:00:00.000"
"115"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498112674000005"	"23.76078029"	"2018-10-15 18:00:00.000"
"116"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498002674"	"23.761014290000002"	"2018-10-15 18:00:00.000"
"117"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497968674"	"23.760758290000002"	"2018-10-15 18:00:00.000"
"118"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498040674"	"23.76088429"	"2018-10-15 18:00:00.000"
"119"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498158674"	"23.76094029"	"2018-10-15 18:00:00.000"
"120"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498294674"	"23.76076429"	"2018-10-15 18:00:00.000"
"121"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498362674"	"23.76098829"	"2018-10-15 18:00:00.000"
"122"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498194674000004"	"23.760766290000003"	"2018-10-15 18:00:00.000"
"123"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497978674"	"23.760886290000002"	"2018-10-15 18:00:00.000"
"124"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498120674"	"23.76065629"	"2018-10-15 18:00:00.000"
"125"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497992674"	"23.76069229"	"2018-10-15 18:00:00.000"
"126"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498266674"	"23.760720290000002"	"2018-10-15 18:00:00.000"
"127"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498288674"	"23.760734290000002"	"2018-10-15 18:00:00.000"
"128"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497972674"	"23.760734290000002"	"2018-10-15 18:00:00.000"
"129"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498188674000005"	"23.76097029"	"2018-10-15 18:00:00.000"
"130"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497976674"	"23.760758290000002"	"2018-10-15 18:00:00.000"
"131"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498170674"	"23.76092229"	"2018-10-15 18:00:00.000"
"132"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498296674"	"23.76068429"	"2018-10-15 18:00:00.000"
"133"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498126674"	"23.76068829"	"2018-10-15 18:00:00.000"
"134"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498262674"	"23.76102029"	"2018-10-15 18:00:00.000"
"135"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498242674000004"	"23.76079229"	"2018-10-15 18:00:00.000"
"136"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498072674"	"23.76094829"	"2018-10-15 18:00:00.000"
"137"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498304674"	"23.76066429"	"2018-10-15 18:00:00.000"
"138"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498332674000004"	"23.76097429"	"2018-10-15 18:00:00.000"
"139"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498190674"	"23.760990290000002"	"2018-10-15 18:00:00.000"
"140"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498170674"	"23.760810290000002"	"2018-10-15 18:00:00.000"
"141"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497972674"	"23.76077829"	"2018-10-15 18:00:00.000"
"142"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498152674"	"23.760796290000002"	"2018-10-15 18:00:00.000"
"143"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498062674"	"23.76100229"	"2018-10-15 18:00:00.000"
"144"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498272674"	"23.76065029"	"2018-10-15 18:00:00.000"
"145"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498172674"	"23.76102029"	"2018-10-15 18:00:00.000"
"146"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497964674"	"23.760658290000002"	"2018-10-15 18:00:00.000"
"147"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498086674"	"23.760866290000003"	"2018-10-15 18:00:00.000"
"148"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498018674"	"23.76100829"	"2018-10-15 18:00:00.000"
"149"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498338674"	"23.760634290000002"	"2018-10-15 18:00:00.000"
"150"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498188674000005"	"23.76065029"	"2018-10-15 18:00:00.000"
"151"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498058674"	"23.76088829"	"2018-10-15 18:00:00.000"
"152"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498188674000005"	"23.76085029"	"2018-10-15 18:00:00.000"
"153"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498014674000004"	"23.76099629"	"2018-10-15 18:00:00.000"
"154"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498088674"	"23.76080829"	"2018-10-15 18:00:00.000"
"155"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498268674"	"23.760804290000003"	"2018-10-15 18:00:00.000"
"156"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498084674000005"	"23.76099629"	"2018-10-15 18:00:00.000"
"157"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498026674"	"23.76071629"	"2018-10-15 18:00:00.000"
"158"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498032674"	"23.76081229"	"2018-10-15 18:00:00.000"
"159"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498194674000004"	"23.76072629"	"2018-10-15 18:00:00.000"
"160"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498318674000004"	"23.76066629"	"2018-10-15 18:00:00.000"
"161"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497982674"	"23.76090829"	"2018-10-15 18:00:00.000"
"162"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497986674"	"23.760942290000003"	"2018-10-15 18:00:00.000"
"163"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498052674"	"23.76079229"	"2018-10-15 18:00:00.000"
"164"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498016674"	"23.76091629"	"2018-10-15 18:00:00.000"
"165"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498286674"	"23.761018290000003"	"2018-10-15 18:00:00.000"
"166"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497990674"	"23.76075029"	"2018-10-15 18:00:00.000"
"167"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498032674"	"23.760714290000003"	"2018-10-15 18:00:00.000"
"168"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497986674"	"23.76065429"	"2018-10-15 18:00:00.000"
"169"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498326674000005"	"23.76080229"	"2018-10-15 18:00:00.000"
"170"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498358674"	"23.76073229"	"2018-10-15 18:00:00.000"
"171"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498246674"	"23.76098629"	"2018-10-15 18:00:00.000"
"172"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497966674000004"	"23.76076029"	"2018-10-15 18:00:00.000"
"173"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497968674"	"23.76094629"	"2018-10-15 18:00:00.000"
"174"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498142674"	"23.76068029"	"2018-10-15 18:00:00.000"
"175"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498076674"	"23.76090629"	"2018-10-15 18:00:00.000"
"176"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498320674"	"23.76090829"	"2018-10-15 18:00:00.000"
"177"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498052674"	"23.76102029"	"2018-10-15 18:00:00.000"
"178"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497978674"	"23.76084629"	"2018-10-15 18:00:00.000"
"179"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498292674"	"23.76102429"	"2018-10-15 18:00:00.000"
"180"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498304674"	"23.76089629"	"2018-10-15 18:00:00.000"
"181"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497992674"	"23.76080829"	"2018-10-15 18:00:00.000"
"182"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498358674"	"23.760748290000002"	"2018-10-15 18:00:00.000"
"183"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498176674"	"23.76072229"	"2018-10-15 18:00:00.000"
"184"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498176674"	"23.760962290000002"	"2018-10-15 18:00:00.000"
"185"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498180674000004"	"23.760900290000002"	"2018-10-15 18:00:00.000"
"186"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498062674"	"23.760800290000002"	"2018-10-15 18:00:00.000"
"187"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498148674"	"23.76082229"	"2018-10-15 18:00:00.000"
"188"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498024674"	"23.760724290000002"	"2018-10-15 18:00:00.000"
"189"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498188674000005"	"23.76084629"	"2018-10-15 18:00:00.000"
"190"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498178674"	"23.76098829"	"2018-10-15 18:00:00.000"
"191"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498176674"	"23.76078229"	"2018-10-15 18:00:00.000"
"192"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498232674"	"23.76086429"	"2018-10-15 18:00:00.000"
"193"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498160674000005"	"23.760900290000002"	"2018-10-15 18:00:00.000"
"194"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498016674"	"23.760672290000002"	"2018-10-15 18:00:00.000"
"195"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498198674"	"23.760886290000002"	"2018-10-15 18:00:00.000"
"196"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498312674000005"	"23.76082629"	"2018-10-15 18:00:00.000"
"197"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498282674"	"23.760928290000003"	"2018-10-15 18:00:00.000"
"198"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498222674000004"	"23.76086029"	"2018-10-15 18:00:00.000"
"199"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498164674"	"23.760786290000002"	"2018-10-15 18:00:00.000"
"200"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498248674"	"23.76093629"	"2018-10-15 18:00:00.000"
"201"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497996674"	"23.76071829"	"2018-10-15 18:00:00.000"
"202"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498288674"	"23.76093429"	"2018-10-15 18:00:00.000"
"203"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498018674"	"23.76067029"	"2018-10-15 18:00:00.000"
"204"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498270674000004"	"23.760824290000002"	"2018-10-15 18:00:00.000"
"205"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498210674"	"23.76073029"	"2018-10-15 18:00:00.000"
"206"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497992674"	"23.76071229"	"2018-10-15 18:00:00.000"
"207"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498184674"	"23.760886290000002"	"2018-10-15 18:00:00.000"
"208"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498344674"	"23.760724290000002"	"2018-10-15 18:00:00.000"
"209"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498070674000004"	"23.76077829"	"2018-10-15 18:00:00.000"
"210"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498342674"	"23.76084429"	"2018-10-15 18:00:00.000"
"211"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497968674"	"23.76096429"	"2018-10-15 18:00:00.000"
"212"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498316674"	"23.760962290000002"	"2018-10-15 18:00:00.000"
